ID,PARENT_KEY_ID,PO_ITEM_POS,CURRENCY_CODE,GROSS_AMOUNT,NET_AMOUNT,TAX_AMOUNT
02BD2137-0890-1EEA-A6C2-BB55C1980311,02BD2137-0890-1EEA-A6C2-BB55C1979162,70,EUR,149.94,126,23.94
02BD2137-0890-1EEA-A6C2-BB55C1980312,02BD2137-0890-1EEA-A6C2-BB55C1979163,10,EUR,53.54,44.99,8.55
02BD2137-0890-1EEA-A6C2-BB55C1980313,02BD2137-0890-1EEA-A6C2-BB55C1979163,20,EUR,190.16,159.8,30.36
02BD2137-0890-1EEA-A6C2-BB55C1980314,02BD2137-0890-1EEA-A6C2-BB55C1979163,30,EUR,1963.5,1650,313.5
02BD2137-0890-1EEA-A6C2-BB55C1980315,02BD2137-0890-1EEA-A6C2-BB55C1979163,40,EUR,53.54,44.99,8.55
02BD2137-0890-1EEA-A6C2-BB55C1980316,02BD2137-0890-1EEA-A6C2-BB55C1979163,50,EUR,95.08,79.9,15.18
02BD2137-0890-1EEA-A6C2-BB55C1980317,02BD2137-0890-1EEA-A6C2-BB55C1979163,60,EUR,5890.5,4950,940.5
02BD2137-0890-1EEA-A6C2-BB55C1980318,02BD2137-0890-1EEA-A6C2-BB55C1979164,10,USD,361.28,303.6,57.68
02BD2137-0890-1EEA-A6C2-BB55C1980319,02BD2137-0890-1EEA-A6C2-BB55C1979164,20,USD,397.46,334,63.46
02BD2137-0890-1EEA-A6C2-BB55C1980320,02BD2137-0890-1EEA-A6C2-BB55C1979164,30,USD,120.43,101.2,19.23
02BD2137-0890-1EEA-A6C2-BB55C1980321,02BD2137-0890-1EEA-A6C2-BB55C1979164,40,USD,596.19,501,95.19
02BD2137-0890-1EEA-A6C2-BB55C1980322,02BD2137-0890-1EEA-A6C2-BB55C1979164,50,USD,240.86,202.4,38.46
02BD2137-0890-1EEA-A6C2-BB55C1980323,02BD2137-0890-1EEA-A6C2-BB55C1979164,60,USD,198.73,167,31.73
02BD2137-0890-1EEA-A6C2-BB55C1980324,02BD2137-0890-1EEA-A6C2-BB55C1979164,70,USD,240.86,202.4,38.46
02BD2137-0890-1EEA-A6C2-BB55C1980325,02BD2137-0890-1EEA-A6C2-BB55C1979164,80,USD,596.19,501,95.19
02BD2137-0890-1EEA-A6C2-BB55C1980326,02BD2137-0890-1EEA-A6C2-BB55C1979164,90,USD,240.86,202.4,38.46
02BD2137-0890-1EEA-A6C2-BB55C1980327,02BD2137-0890-1EEA-A6C2-BB55C1979165,10,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980328,02BD2137-0890-1EEA-A6C2-BB55C1979165,20,ZAR,97.22,81.7,15.52
02BD2137-0890-1EEA-A6C2-BB55C1980329,02BD2137-0890-1EEA-A6C2-BB55C1979165,30,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980330,02BD2137-0890-1EEA-A6C2-BB55C1979166,10,ZAR,97.22,81.7,15.52
02BD2137-0890-1EEA-A6C2-BB55C1980331,02BD2137-0890-1EEA-A6C2-BB55C1979166,20,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980332,02BD2137-0890-1EEA-A6C2-BB55C1979167,10,EUR,1245.93,1047,198.93
02BD2137-0890-1EEA-A6C2-BB55C1980333,02BD2137-0890-1EEA-A6C2-BB55C1979167,20,EUR,103.53,87,16.53
02BD2137-0890-1EEA-A6C2-BB55C1980334,02BD2137-0890-1EEA-A6C2-BB55C1979167,30,EUR,23.8,20,3.8
02BD2137-0890-1EEA-A6C2-BB55C1980335,02BD2137-0890-1EEA-A6C2-BB55C1979167,40,EUR,830.62,698,132.62
02BD2137-0890-1EEA-A6C2-BB55C1980336,02BD2137-0890-1EEA-A6C2-BB55C1979168,10,USD,353.43,297,56.43
02BD2137-0890-1EEA-A6C2-BB55C1980337,02BD2137-0890-1EEA-A6C2-BB55C1979168,20,USD,1651.72,1388,263.72
02BD2137-0890-1EEA-A6C2-BB55C1980338,02BD2137-0890-1EEA-A6C2-BB55C1979168,30,USD,82.11,69,13.11
02BD2137-0890-1EEA-A6C2-BB55C1980339,02BD2137-0890-1EEA-A6C2-BB55C1979168,40,USD,117.81,99,18.81
02BD2137-0890-1EEA-A6C2-BB55C1980340,02BD2137-0890-1EEA-A6C2-BB55C1979168,50,USD,4955.16,4164,791.16
02BD2137-0890-1EEA-A6C2-BB55C1980341,02BD2137-0890-1EEA-A6C2-BB55C1979168,60,USD,27.37,23,4.37
02BD2137-0890-1EEA-A6C2-BB55C1980342,02BD2137-0890-1EEA-A6C2-BB55C1979169,10,ARS,309.4,260,49.4
02BD2137-0890-1EEA-A6C2-BB55C1980343,02BD2137-0890-1EEA-A6C2-BB55C1979169,20,ARS,402.22,338,64.22
02BD2137-0890-1EEA-A6C2-BB55C1980344,02BD2137-0890-1EEA-A6C2-BB55C1979169,30,ARS,309.4,260,49.4
02BD2137-0890-1EEA-A6C2-BB55C1980345,02BD2137-0890-1EEA-A6C2-BB55C1979169,40,ARS,402.22,338,64.22
02BD2137-0890-1EEA-A6C2-BB55C1980346,02BD2137-0890-1EEA-A6C2-BB55C1979169,50,ARS,154.7,130,24.7
02BD2137-0890-1EEA-A6C2-BB55C1980347,02BD2137-0890-1EEA-A6C2-BB55C1979169,60,ARS,201.11,169,32.11
02BD2137-0890-1EEA-A6C2-BB55C1980348,02BD2137-0890-1EEA-A6C2-BB55C1979169,70,ARS,309.4,260,49.4
02BD2137-0890-1EEA-A6C2-BB55C1980349,02BD2137-0890-1EEA-A6C2-BB55C1979169,80,ARS,603.33,507,96.33
02BD2137-0890-1EEA-A6C2-BB55C1980350,02BD2137-0890-1EEA-A6C2-BB55C1979169,90,ARS,309.4,260,49.4
02BD2137-0890-1EEA-A6C2-BB55C1980351,02BD2137-0890-1EEA-A6C2-BB55C1979170,10,EUR,2972.62,2498,474.62
02BD2137-0890-1EEA-A6C2-BB55C1980352,02BD2137-0890-1EEA-A6C2-BB55C1979170,20,EUR,10.7,8.99,1.71
02BD2137-0890-1EEA-A6C2-BB55C1980353,02BD2137-0890-1EEA-A6C2-BB55C1979170,30,EUR,107.1,90,17.1
02BD2137-0890-1EEA-A6C2-BB55C1980354,02BD2137-0890-1EEA-A6C2-BB55C1979171,10,CHF,1959.93,1647,312.93
02BD2137-0890-1EEA-A6C2-BB55C1980355,02BD2137-0890-1EEA-A6C2-BB55C1979171,20,CHF,1959.93,1647,312.93
02BD2137-0890-1EEA-A6C2-BB55C1980356,02BD2137-0890-1EEA-A6C2-BB55C1979172,10,USD,596.19,501,95.19
02BD2137-0890-1EEA-A6C2-BB55C1980357,02BD2137-0890-1EEA-A6C2-BB55C1979172,20,USD,361.28,303.6,57.68
02BD2137-0890-1EEA-A6C2-BB55C1980358,02BD2137-0890-1EEA-A6C2-BB55C1979172,30,USD,198.73,167,31.73
02BD2137-0890-1EEA-A6C2-BB55C1980359,02BD2137-0890-1EEA-A6C2-BB55C1979172,40,USD,240.86,202.4,38.46
02BD2137-0890-1EEA-A6C2-BB55C1980360,02BD2137-0890-1EEA-A6C2-BB55C1979173,10,DKK,2424.03,2037,387.03
02BD2137-0890-1EEA-A6C2-BB55C1980361,02BD2137-0890-1EEA-A6C2-BB55C1979173,20,DKK,5351.43,4497,854.43
02BD2137-0890-1EEA-A6C2-BB55C1980362,02BD2137-0890-1EEA-A6C2-BB55C1979173,30,DKK,2424.03,2037,387.03
02BD2137-0890-1EEA-A6C2-BB55C1980363,02BD2137-0890-1EEA-A6C2-BB55C1979173,40,DKK,5351.43,4497,854.43
02BD2137-0890-1EEA-A6C2-BB55C1980364,02BD2137-0890-1EEA-A6C2-BB55C1979173,50,DKK,1616.02,1358,258.02
02BD2137-0890-1EEA-A6C2-BB55C1980365,02BD2137-0890-1EEA-A6C2-BB55C1979173,60,DKK,1783.81,1499,284.81
02BD2137-0890-1EEA-A6C2-BB55C1980366,02BD2137-0890-1EEA-A6C2-BB55C1979173,70,DKK,1616.02,1358,258.02
02BD2137-0890-1EEA-A6C2-BB55C1980367,02BD2137-0890-1EEA-A6C2-BB55C1979174,10,JPY,2735.81,2299,436.81
02BD2137-0890-1EEA-A6C2-BB55C1980368,02BD2137-0890-1EEA-A6C2-BB55C1979174,20,JPY,4046,3400,646
02BD2137-0890-1EEA-A6C2-BB55C1980369,02BD2137-0890-1EEA-A6C2-BB55C1979174,30,JPY,130.9,110,20.9
02BD2137-0890-1EEA-A6C2-BB55C1980370,02BD2137-0890-1EEA-A6C2-BB55C1979174,40,JPY,5471.62,4598,873.62
02BD2137-0890-1EEA-A6C2-BB55C1980371,02BD2137-0890-1EEA-A6C2-BB55C1979174,50,JPY,6069,5100,969
02BD2137-0890-1EEA-A6C2-BB55C1980372,02BD2137-0890-1EEA-A6C2-BB55C1979174,60,JPY,130.9,110,20.9
02BD2137-0890-1EEA-A6C2-BB55C1980373,02BD2137-0890-1EEA-A6C2-BB55C1979174,70,JPY,5471.62,4598,873.62
02BD2137-0890-1EEA-A6C2-BB55C1980374,02BD2137-0890-1EEA-A6C2-BB55C1979174,80,JPY,4046,3400,646
02BD2137-0890-1EEA-A6C2-BB55C1980375,02BD2137-0890-1EEA-A6C2-BB55C1979174,90,JPY,196.35,165,31.35
02BD2137-0890-1EEA-A6C2-BB55C1980376,02BD2137-0890-1EEA-A6C2-BB55C1979174,100,JPY,8207.43,6897,1310.43
02BD2137-0890-1EEA-A6C2-BB55C1980377,02BD2137-0890-1EEA-A6C2-BB55C1979175,10,USD,235.62,198,37.62
02BD2137-0890-1EEA-A6C2-BB55C1980378,02BD2137-0890-1EEA-A6C2-BB55C1979175,20,USD,1651.72,1388,263.72
02BD2137-0890-1EEA-A6C2-BB55C1980379,02BD2137-0890-1EEA-A6C2-BB55C1979175,30,USD,54.74,46,8.74
02BD2137-0890-1EEA-A6C2-BB55C1980380,02BD2137-0890-1EEA-A6C2-BB55C1979175,40,USD,235.62,198,37.62
02BD2137-0890-1EEA-A6C2-BB55C1980381,02BD2137-0890-1EEA-A6C2-BB55C1979175,50,USD,3303.44,2776,527.44
02BD2137-0890-1EEA-A6C2-BB55C1980382,02BD2137-0890-1EEA-A6C2-BB55C1979175,60,USD,54.74,46,8.74
02BD2137-0890-1EEA-A6C2-BB55C1980383,02BD2137-0890-1EEA-A6C2-BB55C1979175,70,USD,353.43,297,56.43
02BD2137-0890-1EEA-A6C2-BB55C1980384,02BD2137-0890-1EEA-A6C2-BB55C1979175,80,USD,4955.16,4164,791.16
02BD2137-0890-1EEA-A6C2-BB55C1980385,02BD2137-0890-1EEA-A6C2-BB55C1979175,90,USD,54.74,46,8.74
02BD2137-0890-1EEA-A6C2-BB55C1980386,02BD2137-0890-1EEA-A6C2-BB55C1979175,100,USD,353.43,297,56.43
02BD2137-0890-1EEA-A6C2-BB55C1980387,02BD2137-0890-1EEA-A6C2-BB55C1979176,10,EUR,892.46,749.97,142.49
02BD2137-0890-1EEA-A6C2-BB55C1980388,02BD2137-0890-1EEA-A6C2-BB55C1979176,20,EUR,91.63,77,14.63
02BD2137-0890-1EEA-A6C2-BB55C1980389,02BD2137-0890-1EEA-A6C2-BB55C1979176,30,EUR,4757.62,3998,759.62
02BD2137-0890-1EEA-A6C2-BB55C1980390,02BD2137-0890-1EEA-A6C2-BB55C1979176,40,EUR,594.98,499.98,95
02BD2137-0890-1EEA-A6C2-BB55C1980391,02BD2137-0890-1EEA-A6C2-BB55C1979176,50,EUR,91.63,77,14.63
02BD2137-0890-1EEA-A6C2-BB55C1980392,02BD2137-0890-1EEA-A6C2-BB55C1979176,60,EUR,4757.62,3998,759.62
02BD2137-0890-1EEA-A6C2-BB55C1980393,02BD2137-0890-1EEA-A6C2-BB55C1979176,70,EUR,297.49,249.99,47.5
02BD2137-0890-1EEA-A6C2-BB55C1980394,02BD2137-0890-1EEA-A6C2-BB55C1979176,80,EUR,183.26,154,29.26
02BD2137-0890-1EEA-A6C2-BB55C1980395,02BD2137-0890-1EEA-A6C2-BB55C1979177,10,USD,107.06,89.97,17.09
02BD2137-0890-1EEA-A6C2-BB55C1980396,02BD2137-0890-1EEA-A6C2-BB55C1979177,20,USD,5604.9,4710,894.9
02BD2137-0890-1EEA-A6C2-BB55C1980397,02BD2137-0890-1EEA-A6C2-BB55C1979177,30,USD,320.94,269.7,51.24
02BD2137-0890-1EEA-A6C2-BB55C1980398,02BD2137-0890-1EEA-A6C2-BB55C1979177,40,USD,35.69,29.99,5.7
02BD2137-0890-1EEA-A6C2-BB55C1980399,02BD2137-0890-1EEA-A6C2-BB55C1979177,50,USD,1868.3,1570,298.3
02BD2137-0890-1EEA-A6C2-BB55C1980400,02BD2137-0890-1EEA-A6C2-BB55C1979178,10,CAD,1023.4,860,163.4
02BD2137-0890-1EEA-A6C2-BB55C1980401,02BD2137-0890-1EEA-A6C2-BB55C1979178,20,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1980402,02BD2137-0890-1EEA-A6C2-BB55C1979178,30,CAD,116.62,98,18.62
02BD2137-0890-1EEA-A6C2-BB55C1980403,02BD2137-0890-1EEA-A6C2-BB55C1979178,40,CAD,511.7,430,81.7
02BD2137-0890-1EEA-A6C2-BB55C1980404,02BD2137-0890-1EEA-A6C2-BB55C1979178,50,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1980405,02BD2137-0890-1EEA-A6C2-BB55C1979179,10,ARS,714,600,114
02BD2137-0890-1EEA-A6C2-BB55C1980406,02BD2137-0890-1EEA-A6C2-BB55C1979179,20,ARS,3996.02,3358,638.02
02BD2137-0890-1EEA-A6C2-BB55C1980407,02BD2137-0890-1EEA-A6C2-BB55C1979179,30,ARS,71.16,59.8,11.36
02BD2137-0890-1EEA-A6C2-BB55C1980408,02BD2137-0890-1EEA-A6C2-BB55C1979179,40,ARS,2142,1800,342
02BD2137-0890-1EEA-A6C2-BB55C1980409,02BD2137-0890-1EEA-A6C2-BB55C1979179,50,ARS,3996.02,3358,638.02
02BD2137-0890-1EEA-A6C2-BB55C1980410,02BD2137-0890-1EEA-A6C2-BB55C1979179,60,ARS,71.16,59.8,11.36
02BD2137-0890-1EEA-A6C2-BB55C1980411,02BD2137-0890-1EEA-A6C2-BB55C1979179,70,ARS,2142,1800,342
02BD2137-0890-1EEA-A6C2-BB55C1980412,02BD2137-0890-1EEA-A6C2-BB55C1979180,10,ARS,5994.03,5037,957.03
02BD2137-0890-1EEA-A6C2-BB55C1980413,02BD2137-0890-1EEA-A6C2-BB55C1979180,20,ARS,35.58,29.9,5.68
02BD2137-0890-1EEA-A6C2-BB55C1980414,02BD2137-0890-1EEA-A6C2-BB55C1979180,30,ARS,2142,1800,342
02BD2137-0890-1EEA-A6C2-BB55C1980415,02BD2137-0890-1EEA-A6C2-BB55C1979181,10,MXN,2142,1800,342
02BD2137-0890-1EEA-A6C2-BB55C1980416,02BD2137-0890-1EEA-A6C2-BB55C1979181,20,MXN,531.93,447,84.93
02BD2137-0890-1EEA-A6C2-BB55C1980417,02BD2137-0890-1EEA-A6C2-BB55C1979181,30,MXN,40.46,34,6.46
02BD2137-0890-1EEA-A6C2-BB55C1980418,02BD2137-0890-1EEA-A6C2-BB55C1979181,40,MXN,2142,1800,342
02BD2137-0890-1EEA-A6C2-BB55C1980419,02BD2137-0890-1EEA-A6C2-BB55C1979181,50,MXN,354.62,298,56.62
02BD2137-0890-1EEA-A6C2-BB55C1980420,02BD2137-0890-1EEA-A6C2-BB55C1979181,60,MXN,40.46,34,6.46
02BD2137-0890-1EEA-A6C2-BB55C1980421,02BD2137-0890-1EEA-A6C2-BB55C1979181,70,MXN,3213,2700,513
02BD2137-0890-1EEA-A6C2-BB55C1980422,02BD2137-0890-1EEA-A6C2-BB55C1979181,80,MXN,177.31,149,28.31
02BD2137-0890-1EEA-A6C2-BB55C1980423,02BD2137-0890-1EEA-A6C2-BB55C1979182,10,EUR,404.6,340,64.6
02BD2137-0890-1EEA-A6C2-BB55C1980424,02BD2137-0890-1EEA-A6C2-BB55C1979182,20,EUR,1982.54,1666,316.54
02BD2137-0890-1EEA-A6C2-BB55C1980425,02BD2137-0890-1EEA-A6C2-BB55C1979182,30,EUR,5709.62,4798,911.62
02BD2137-0890-1EEA-A6C2-BB55C1980426,02BD2137-0890-1EEA-A6C2-BB55C1979182,40,EUR,606.9,510,96.9
02BD2137-0890-1EEA-A6C2-BB55C1980427,02BD2137-0890-1EEA-A6C2-BB55C1979182,50,EUR,991.27,833,158.27
02BD2137-0890-1EEA-A6C2-BB55C1980428,02BD2137-0890-1EEA-A6C2-BB55C1979182,60,EUR,5709.62,4798,911.62
02BD2137-0890-1EEA-A6C2-BB55C1980429,02BD2137-0890-1EEA-A6C2-BB55C1979183,10,BRL,2139.62,1798,341.62
02BD2137-0890-1EEA-A6C2-BB55C1980430,02BD2137-0890-1EEA-A6C2-BB55C1979183,20,BRL,33.32,28,5.32
02BD2137-0890-1EEA-A6C2-BB55C1980431,02BD2137-0890-1EEA-A6C2-BB55C1979183,30,BRL,595,500,95
02BD2137-0890-1EEA-A6C2-BB55C1980432,02BD2137-0890-1EEA-A6C2-BB55C1979184,10,BRL,2139.62,1798,341.62
02BD2137-0890-1EEA-A6C2-BB55C1980433,02BD2137-0890-1EEA-A6C2-BB55C1979184,20,BRL,33.32,28,5.32
02BD2137-0890-1EEA-A6C2-BB55C1980434,02BD2137-0890-1EEA-A6C2-BB55C1979184,30,BRL,892.5,750,142.5
02BD2137-0890-1EEA-A6C2-BB55C1980435,02BD2137-0890-1EEA-A6C2-BB55C1979184,40,BRL,2139.62,1798,341.62
02BD2137-0890-1EEA-A6C2-BB55C1980436,02BD2137-0890-1EEA-A6C2-BB55C1979184,50,BRL,33.32,28,5.32
02BD2137-0890-1EEA-A6C2-BB55C1980437,02BD2137-0890-1EEA-A6C2-BB55C1979184,60,BRL,297.5,250,47.5
02BD2137-0890-1EEA-A6C2-BB55C1980438,02BD2137-0890-1EEA-A6C2-BB55C1979184,70,BRL,3209.43,2697,512.43
02BD2137-0890-1EEA-A6C2-BB55C1980439,02BD2137-0890-1EEA-A6C2-BB55C1979185,10,USD,27.37,23,4.37
02BD2137-0890-1EEA-A6C2-BB55C1980440,02BD2137-0890-1EEA-A6C2-BB55C1979185,20,USD,353.43,297,56.43
02BD2137-0890-1EEA-A6C2-BB55C1980441,02BD2137-0890-1EEA-A6C2-BB55C1979185,30,USD,4955.16,4164,791.16
02BD2137-0890-1EEA-A6C2-BB55C1980442,02BD2137-0890-1EEA-A6C2-BB55C1979185,40,USD,27.37,23,4.37
02BD2137-0890-1EEA-A6C2-BB55C1980443,02BD2137-0890-1EEA-A6C2-BB55C1979186,10,USD,164.22,138,26.22
02BD2137-0890-1EEA-A6C2-BB55C1980444,02BD2137-0890-1EEA-A6C2-BB55C1979186,20,USD,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980445,02BD2137-0890-1EEA-A6C2-BB55C1979186,30,USD,1070.98,899.98,171
02BD2137-0890-1EEA-A6C2-BB55C1980446,02BD2137-0890-1EEA-A6C2-BB55C1979186,40,USD,246.33,207,39.33
02BD2137-0890-1EEA-A6C2-BB55C1980447,02BD2137-0890-1EEA-A6C2-BB55C1979186,50,USD,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980448,02BD2137-0890-1EEA-A6C2-BB55C1979186,60,USD,1070.98,899.98,171
02BD2137-0890-1EEA-A6C2-BB55C1980449,02BD2137-0890-1EEA-A6C2-BB55C1979186,70,USD,82.11,69,13.11
02BD2137-0890-1EEA-A6C2-BB55C1980450,02BD2137-0890-1EEA-A6C2-BB55C1979186,80,USD,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980451,02BD2137-0890-1EEA-A6C2-BB55C1979186,90,USD,1606.46,1349.97,256.49
02BD2137-0890-1EEA-A6C2-BB55C1980452,02BD2137-0890-1EEA-A6C2-BB55C1979187,10,MXN,177.31,149,28.31
02BD2137-0890-1EEA-A6C2-BB55C1980453,02BD2137-0890-1EEA-A6C2-BB55C1979187,20,MXN,121.38,102,19.38
02BD2137-0890-1EEA-A6C2-BB55C1980454,02BD2137-0890-1EEA-A6C2-BB55C1979187,30,MXN,2142,1800,342
02BD2137-0890-1EEA-A6C2-BB55C1980455,02BD2137-0890-1EEA-A6C2-BB55C1979187,40,MXN,354.62,298,56.62
02BD2137-0890-1EEA-A6C2-BB55C1980456,02BD2137-0890-1EEA-A6C2-BB55C1979187,50,MXN,121.38,102,19.38
02BD2137-0890-1EEA-A6C2-BB55C1980457,02BD2137-0890-1EEA-A6C2-BB55C1979187,60,MXN,2142,1800,342
02BD2137-0890-1EEA-A6C2-BB55C1980458,02BD2137-0890-1EEA-A6C2-BB55C1979187,70,MXN,354.62,298,56.62
02BD2137-0890-1EEA-A6C2-BB55C1980459,02BD2137-0890-1EEA-A6C2-BB55C1979188,10,CAD,19.04,16,3.04
02BD2137-0890-1EEA-A6C2-BB55C1980460,02BD2137-0890-1EEA-A6C2-BB55C1979188,20,CAD,1306.62,1098,208.62
02BD2137-0890-1EEA-A6C2-BB55C1980461,02BD2137-0890-1EEA-A6C2-BB55C1979188,30,CAD,321.3,270,51.3
02BD2137-0890-1EEA-A6C2-BB55C1980462,02BD2137-0890-1EEA-A6C2-BB55C1979188,40,CAD,19.04,16,3.04
02BD2137-0890-1EEA-A6C2-BB55C1980463,02BD2137-0890-1EEA-A6C2-BB55C1979188,50,CAD,653.31,549,104.31
02BD2137-0890-1EEA-A6C2-BB55C1980464,02BD2137-0890-1EEA-A6C2-BB55C1979188,60,CAD,963.9,810,153.9
02BD2137-0890-1EEA-A6C2-BB55C1980465,02BD2137-0890-1EEA-A6C2-BB55C1979189,10,EUR,5890.5,4950,940.5
02BD2137-0890-1EEA-A6C2-BB55C1980466,02BD2137-0890-1EEA-A6C2-BB55C1979189,20,EUR,107.08,89.98,17.1
02BD2137-0890-1EEA-A6C2-BB55C1980467,02BD2137-0890-1EEA-A6C2-BB55C1979189,30,EUR,95.08,79.9,15.18
02BD2137-0890-1EEA-A6C2-BB55C1980468,02BD2137-0890-1EEA-A6C2-BB55C1979189,40,EUR,5890.5,4950,940.5
02BD2137-0890-1EEA-A6C2-BB55C1980469,02BD2137-0890-1EEA-A6C2-BB55C1979189,50,EUR,107.08,89.98,17.1
02BD2137-0890-1EEA-A6C2-BB55C1980470,02BD2137-0890-1EEA-A6C2-BB55C1979189,60,EUR,95.08,79.9,15.18
02BD2137-0890-1EEA-A6C2-BB55C1980471,02BD2137-0890-1EEA-A6C2-BB55C1979189,70,EUR,3927,3300,627
02BD2137-0890-1EEA-A6C2-BB55C1980472,02BD2137-0890-1EEA-A6C2-BB55C1979189,80,EUR,160.61,134.97,25.64
02BD2137-0890-1EEA-A6C2-BB55C1980473,02BD2137-0890-1EEA-A6C2-BB55C1979189,90,EUR,190.16,159.8,30.36
02BD2137-0890-1EEA-A6C2-BB55C1980474,02BD2137-0890-1EEA-A6C2-BB55C1979190,10,CNY,2115.82,1778,337.82
02BD2137-0890-1EEA-A6C2-BB55C1980475,02BD2137-0890-1EEA-A6C2-BB55C1979190,20,CNY,224.91,189,35.91
02BD2137-0890-1EEA-A6C2-BB55C1980476,02BD2137-0890-1EEA-A6C2-BB55C1979190,30,CNY,2115.82,1778,337.82
02BD2137-0890-1EEA-A6C2-BB55C1980477,02BD2137-0890-1EEA-A6C2-BB55C1979191,10,ARS,1998.01,1679,319.01
02BD2137-0890-1EEA-A6C2-BB55C1980478,02BD2137-0890-1EEA-A6C2-BB55C1979191,20,ARS,71.16,59.8,11.36
02BD2137-0890-1EEA-A6C2-BB55C1980479,02BD2137-0890-1EEA-A6C2-BB55C1979192,10,USD,282.03,237,45.03
02BD2137-0890-1EEA-A6C2-BB55C1980480,02BD2137-0890-1EEA-A6C2-BB55C1979192,20,USD,1827.84,1536,291.84
02BD2137-0890-1EEA-A6C2-BB55C1980481,02BD2137-0890-1EEA-A6C2-BB55C1979192,30,USD,10.59,8.9,1.69
02BD2137-0890-1EEA-A6C2-BB55C1980482,02BD2137-0890-1EEA-A6C2-BB55C1979192,40,USD,188.02,158,30.02
02BD2137-0890-1EEA-A6C2-BB55C1980483,02BD2137-0890-1EEA-A6C2-BB55C1979193,10,USD,1424.43,1197,227.43
02BD2137-0890-1EEA-A6C2-BB55C1980484,02BD2137-0890-1EEA-A6C2-BB55C1979193,20,USD,1651.72,1388,263.72
02BD2137-0890-1EEA-A6C2-BB55C1980485,02BD2137-0890-1EEA-A6C2-BB55C1979193,30,USD,110.67,93,17.67
02BD2137-0890-1EEA-A6C2-BB55C1980486,02BD2137-0890-1EEA-A6C2-BB55C1979193,40,USD,1424.43,1197,227.43
02BD2137-0890-1EEA-A6C2-BB55C1980487,02BD2137-0890-1EEA-A6C2-BB55C1979193,50,USD,1651.72,1388,263.72
02BD2137-0890-1EEA-A6C2-BB55C1980488,02BD2137-0890-1EEA-A6C2-BB55C1979194,10,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980489,02BD2137-0890-1EEA-A6C2-BB55C1979194,20,ZAR,194.45,163.4,31.05
02BD2137-0890-1EEA-A6C2-BB55C1980490,02BD2137-0890-1EEA-A6C2-BB55C1979194,30,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980491,02BD2137-0890-1EEA-A6C2-BB55C1979194,40,ZAR,194.45,163.4,31.05
02BD2137-0890-1EEA-A6C2-BB55C1980492,02BD2137-0890-1EEA-A6C2-BB55C1979194,50,ZAR,355.81,299,56.81
02BD2137-0890-1EEA-A6C2-BB55C1980493,02BD2137-0890-1EEA-A6C2-BB55C1979194,60,ZAR,97.22,81.7,15.52
02BD2137-0890-1EEA-A6C2-BB55C1980494,02BD2137-0890-1EEA-A6C2-BB55C1979194,70,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980495,02BD2137-0890-1EEA-A6C2-BB55C1979194,80,ZAR,291.67,245.1,46.57
02BD2137-0890-1EEA-A6C2-BB55C1980496,02BD2137-0890-1EEA-A6C2-BB55C1979194,90,ZAR,711.62,598,113.62
02BD2137-0890-1EEA-A6C2-BB55C1980497,02BD2137-0890-1EEA-A6C2-BB55C1979195,10,EUR,547.4,460,87.4
02BD2137-0890-1EEA-A6C2-BB55C1980498,02BD2137-0890-1EEA-A6C2-BB55C1979195,20,EUR,8.21,6.9,1.31
02BD2137-0890-1EEA-A6C2-BB55C1980499,02BD2137-0890-1EEA-A6C2-BB55C1979195,30,EUR,1901.62,1598,303.62
02BD2137-0890-1EEA-A6C2-BB55C1980500,02BD2137-0890-1EEA-A6C2-BB55C1979196,10,CAD,1535.1,1290,245.1
02BD2137-0890-1EEA-A6C2-BB55C1980501,02BD2137-0890-1EEA-A6C2-BB55C1979196,20,CAD,0,0,0
02BD2137-0890-1EEA-A6C2-BB55C1980502,02BD2137-0890-1EEA-A6C2-BB55C1979197,10,ARS,2142,1800,342
02BD2137-0890-1EEA-A6C2-BB55C1980503,02BD2137-0890-1EEA-A6C2-BB55C1979197,20,ARS,5994.03,5037,957.03
02BD2137-0890-1EEA-A6C2-BB55C1980504,02BD2137-0890-1EEA-A6C2-BB55C1979197,30,ARS,35.58,29.9,5.68
02BD2137-0890-1EEA-A6C2-BB55C1980505,02BD2137-0890-1EEA-A6C2-BB55C1979197,40,ARS,1428,1200,228
02BD2137-0890-1EEA-A6C2-BB55C1980506,02BD2137-0890-1EEA-A6C2-BB55C1979198,10,DKK,5351.43,4497,854.43
02BD2137-0890-1EEA-A6C2-BB55C1980507,02BD2137-0890-1EEA-A6C2-BB55C1979198,20,DKK,2424.03,2037,387.03
